timestamp,source_city,destination_city,weight,delivery_time,cost,bot_score
2024-01-14 04:00:00,Silverpeak,Stormhaven,84.74,11.47,494.29,0.47
2024-03-13 06:00:00,Nexara,Shadowfen,231.08,17.61,968.7,0.482
2024-03-21 16:00:00,Irondale,Nexara,64.63,11.36,442.72,0.586
2024-02-04 18:00:00,Irondale,Crystalport,163.45,5.94,565.49,0.643
2024-04-12 20:00:00,Irondale,Crystalport,28.24,5.35,211.93,0.696
2024-03-23 06:00:00,Crystalport,Stormhaven,282.19,15.01,1149.46,0.641
2024-02-23 22:00:00,Nexara,Stormhaven,231.13,26.27,1079.85,0.653
2024-02-27 16:00:00,Brightwater,Silverpeak,40.57,6.61,291.5,0.69
2024-03-05 06:00:00,Irondale,Brightwater,169.35,10.0,634.03,0.303
2024-05-03 12:00:00,Irondale,Shadowfen,251.99,8.86,906.59,0.495
2024-01-23 18:00:00,Silverpeak,Shadowfen,169.34,4.26,578.35,0.688
2024-01-23 16:00:00,Vortheim,Stormhaven,90.13,23.76,709.52,0.403
2024-04-05 12:00:00,Vortheim,Brightwater,215.28,18.42,965.99,0.662
2024-05-02 22:00:00,Silverpeak,Irondale,337.03,5.74,873.3,0.479
2024-06-15 00:00:00,Vortheim,Irondale,211.35,14.0,1288.71,0.867
2024-02-14 20:00:00,Crystalport,Silverpeak,450.73,9.4,1382.6,0.541
2024-01-10 14:00:00,Vortheim,Shadowfen,112.47,13.11,641.24,0.515
2024-02-24 10:00:00,Crystalport,Silverpeak,364.14,8.67,1145.16,0.303
2024-01-24 16:00:00,Brightwater,Vortheim,102.29,14.66,712.15,0.394
2024-01-14 12:00:00,Irondale,Nexara,12.27,10.55,295.5,0.515
2024-04-12 12:00:00,Vortheim,Silverpeak,87.99,10.65,480.53,0.456
2024-02-09 04:00:00,Crystalport,Silverpeak,293.84,6.72,983.08,0.656
2024-03-09 18:00:00,Nexara,Vortheim,249.63,5.18,802.94,0.578
2024-05-25 12:00:00,Nexara,Brightwater,253.36,23.36,1052.73,0.476
2024-03-22 00:00:00,Nexara,Shadowfen,135.96,15.14,759.55,0.598
2024-05-26 12:00:00,Brightwater,Shadowfen,404.46,5.66,1026.96,0.358
2024-05-30 14:00:00,Shadowfen,Crystalport,173.42,10.98,668.73,0.411
2024-04-02 12:00:00,Irondale,Vortheim,306.82,8.09,992.56,0.533
2024-02-16 10:00:00,Stormhaven,Irondale,122.05,12.44,672.73,0.429
2024-05-21 22:00:00,Vortheim,Brightwater,448.35,20.25,1559.04,0.624
2024-06-09 22:00:00,Shadowfen,Crystalport,395.75,12.42,534.36,0.804
2024-06-06 06:00:00,Shadowfen,Vortheim,204.48,26.26,1405.0,0.749
2024-03-03 10:00:00,Irondale,Silverpeak,60.6,5.14,258.39,0.419
2024-03-27 22:00:00,Vortheim,Brightwater,182.42,17.15,917.29,0.35
2024-01-14 08:00:00,Silverpeak,Vortheim,421.06,12.85,1227.99,0.648
2024-06-13 02:00:00,Silverpeak,Irondale,352.78,10.06,1744.91,0.641
2024-05-23 12:00:00,Nexara,Silverpeak,114.73,13.58,656.87,0.361
2024-05-23 16:00:00,Stormhaven,Silverpeak,299.47,10.64,1044.02,0.473
2024-01-24 02:00:00,Silverpeak,Irondale,242.57,5.61,781.77,0.534
2024-03-23 10:00:00,Brightwater,Silverpeak,272.32,7.03,904.64,0.385
2024-05-22 08:00:00,Irondale,Silverpeak,109.73,5.76,371.84,0.473
2024-04-30 20:00:00,Silverpeak,Crystalport,390.89,8.47,1190.58,0.305
2024-02-22 20:00:00,Brightwater,Silverpeak,363.75,7.97,1083.8,0.472
2024-06-08 08:00:00,Irondale,Brightwater,385.71,12.0,467.86,0.753
2024-05-01 18:00:00,Silverpeak,Crystalport,116.24,9.51,507.24,0.37
2024-05-29 14:00:00,Irondale,Stormhaven,168.91,11.96,805.67,0.417
2024-01-09 12:00:00,Nexara,Crystalport,493.77,8.3,1334.12,0.452
2024-05-25 22:00:00,Crystalport,Irondale,398.78,4.34,1215.07,0.627
2024-03-12 10:00:00,Crystalport,Stormhaven,412.04,17.6,1550.07,0.441
2024-05-17 10:00:00,Shadowfen,Crystalport,87.68,9.38,525.11,0.393
2024-02-07 06:00:00,Shadowfen,Irondale,396.51,8.56,1224.54,0.353
2024-03-28 20:00:00,Silverpeak,Vortheim,469.44,11.31,1500.67,0.544
2024-05-29 02:00:00,Nexara,Irondale,262.12,11.7,857.15,0.634
2024-04-30 14:00:00,Crystalport,Shadowfen,49.55,12.25,438.18,0.669
2024-05-04 10:00:00,Crystalport,Nexara,412.11,7.57,1116.53,0.517
2024-03-19 20:00:00,Vortheim,Stormhaven,496.95,21.39,1677.79,0.638
2024-01-14 16:00:00,Crystalport,Irondale,231.7,4.35,653.65,0.499
2024-03-11 14:00:00,Crystalport,Irondale,287.27,4.79,911.97,0.419
2024-04-21 10:00:00,Silverpeak,Shadowfen,163.23,4.28,542.47,0.47
2024-04-18 08:00:00,Crystalport,Nexara,232.44,7.63,750.12,0.642
2024-03-12 16:00:00,Crystalport,Stormhaven,244.38,19.17,936.72,0.63
2024-01-23 06:00:00,Stormhaven,Irondale,437.98,13.56,1560.74,0.411
2024-05-22 18:00:00,Silverpeak,Crystalport,96.34,7.48,450.2,0.534
2024-02-13 14:00:00,Stormhaven,Nexara,243.22,24.24,1091.01,0.608
2024-01-11 16:00:00,Silverpeak,Vortheim,52.59,11.38,409.49,0.598
2024-01-15 20:00:00,Crystalport,Shadowfen,439.46,11.9,1412.91,0.664
2024-04-10 12:00:00,Shadowfen,Vortheim,458.2,13.74,1493.57,0.315
2024-01-07 04:00:00,Silverpeak,Vortheim,343.99,9.95,1098.8,0.498
2024-06-02 22:00:00,Stormhaven,Irondale,392.58,3.01,1270.96,0.862
2024-02-08 02:00:00,Brightwater,Shadowfen,90.95,5.46,344.61,0.653
2024-01-28 14:00:00,Crystalport,Vortheim,85.36,5.91,319.69,0.529
2024-05-19 18:00:00,Irondale,Crystalport,161.57,5.94,505.72,0.361
2024-01-23 02:00:00,Vortheim,Shadowfen,424.66,15.32,1448.0,0.607
2024-05-26 04:00:00,Shadowfen,Vortheim,95.58,12.87,630.03,0.539
2024-02-28 22:00:00,Brightwater,Stormhaven,232.46,4.25,743.2,0.379
2024-02-22 12:00:00,Shadowfen,Stormhaven,476.88,7.53,1343.96,0.502
2024-01-02 10:00:00,Stormhaven,Silverpeak,367.51,12.7,1226.61,0.489
2024-03-26 00:00:00,Brightwater,Crystalport,109.73,13.58,657.93,0.526
2024-03-29 08:00:00,Nexara,Vortheim,180.01,5.56,567.18,0.494
2024-05-30 20:00:00,Brightwater,Crystalport,467.98,11.47,1370.56,0.377
2024-05-09 22:00:00,Crystalport,Stormhaven,381.91,13.9,1373.88,0.424
2024-03-02 08:00:00,Shadowfen,Silverpeak,228.89,4.49,697.44,0.488
2024-03-28 22:00:00,Crystalport,Silverpeak,396.22,8.11,1077.22,0.575
2024-04-22 12:00:00,Vortheim,Brightwater,455.63,16.43,1468.23,0.48
2024-04-21 20:00:00,Vortheim,Irondale,272.35,9.02,931.69,0.683
2024-02-02 06:00:00,Shadowfen,Stormhaven,421.5,8.23,1224.63,0.535
2024-06-05 02:00:00,Silverpeak,Crystalport,129.05,7.28,257.5,0.665
2024-02-23 16:00:00,Shadowfen,Nexara,430.08,16.38,1552.18,0.654
2024-04-28 06:00:00,Shadowfen,Nexara,96.44,17.28,707.77,0.352
2024-03-31 18:00:00,Vortheim,Brightwater,317.92,13.86,1204.83,0.5
2024-06-04 08:00:00,Nexara,Vortheim,360.63,8.91,1910.22,0.851
2024-04-03 08:00:00,Shadowfen,Nexara,91.59,14.8,681.72,0.394
2024-01-18 02:00:00,Brightwater,Stormhaven,403.95,5.32,1143.59,0.595
2024-04-05 02:00:00,Vortheim,Brightwater,95.24,17.54,602.92,0.665
2024-03-31 22:00:00,Shadowfen,Silverpeak,434.43,4.59,1210.88,0.406
2024-04-26 02:00:00,Brightwater,Vortheim,149.04,17.91,787.47,0.48
2024-04-03 16:00:00,Crystalport,Shadowfen,208.68,10.09,873.84,0.418
2024-05-14 06:00:00,Brightwater,Shadowfen,187.96,5.37,541.64,0.474
2024-03-07 06:00:00,Shadowfen,Vortheim,27.12,11.37,458.72,0.478
2024-01-09 02:00:00,Stormhaven,Vortheim,102.18,18.83,749.96,0.533
2024-06-05 14:00:00,Vortheim,Crystalport,415.18,2.06,1079.51,0.701
2024-03-03 02:00:00,Irondale,Crystalport,287.64,5.8,870.6,0.46
2024-03-24 12:00:00,Shadowfen,Stormhaven,246.91,6.64,805.7,0.342
2024-02-09 06:00:00,Stormhaven,Vortheim,191.33,19.14,885.85,0.51
2024-06-02 20:00:00,Stormhaven,Irondale,44.0,32.33,874.63,0.674
2024-05-29 00:00:00,Shadowfen,Vortheim,145.3,13.24,774.64,0.643
2024-05-16 08:00:00,Irondale,Shadowfen,265.23,9.06,921.14,0.682
2024-02-29 06:00:00,Silverpeak,Brightwater,414.6,9.37,1183.5,0.688
2024-01-27 18:00:00,Brightwater,Vortheim,57.37,18.74,562.79,0.439
2024-02-15 20:00:00,Irondale,Silverpeak,480.71,5.9,1246.35,0.698
2024-01-07 16:00:00,Nexara,Silverpeak,15.31,11.71,419.76,0.428
2024-01-29 20:00:00,Vortheim,Crystalport,318.36,4.13,865.43,0.317
2024-02-11 08:00:00,Crystalport,Shadowfen,260.11,12.88,948.71,0.308
2024-02-07 04:00:00,Brightwater,Nexara,177.0,17.36,879.32,0.679
2024-04-03 10:00:00,Irondale,Shadowfen,458.27,6.86,1268.09,0.604
2024-05-15 14:00:00,Silverpeak,Crystalport,115.91,9.32,498.67,0.619
2024-05-20 20:00:00,Silverpeak,Vortheim,249.03,9.69,864.3,0.681
2024-01-03 20:00:00,Vortheim,Irondale,406.66,6.71,1179.82,0.676
2024-03-14 08:00:00,Brightwater,Crystalport,235.23,14.66,971.04,0.527
2024-01-31 00:00:00,Shadowfen,Nexara,325.51,13.89,1246.29,0.687
2024-05-08 10:00:00,Nexara,Irondale,60.66,9.81,420.81,0.506
2024-01-24 12:00:00,Nexara,Stormhaven,232.82,22.9,1160.67,0.567
2024-03-25 04:00:00,Crystalport,Vortheim,381.31,4.64,1031.25,0.67
2024-06-06 02:00:00,Stormhaven,Shadowfen,175.24,6.89,194.15,0.726
2024-05-27 22:00:00,Vortheim,Shadowfen,30.2,15.06,404.3,0.641
2024-03-06 10:00:00,Silverpeak,Brightwater,90.03,7.42,401.43,0.404
2024-02-19 16:00:00,Crystalport,Nexara,150.02,8.59,567.32,0.433
2024-05-17 02:00:00,Nexara,Crystalport,307.9,6.92,984.45,0.35
2024-03-25 00:00:00,Vortheim,Stormhaven,385.63,23.76,1600.61,0.646
2024-05-29 04:00:00,Vortheim,Silverpeak,384.01,9.7,1290.01,0.435
2024-06-14 10:00:00,Silverpeak,Brightwater,458.37,2.49,1430.2,0.621
2024-06-14 18:00:00,Crystalport,Brightwater,458.58,26.86,2338.68,0.703
2024-02-27 04:00:00,Crystalport,Silverpeak,249.36,6.89,807.25,0.529
2024-04-28 04:00:00,Nexara,Vortheim,255.95,5.12,780.94,0.495
2024-05-31 14:00:00,Irondale,Nexara,152.78,10.79,699.35,0.501
2024-01-08 08:00:00,Irondale,Silverpeak,194.37,5.55,560.03,0.523
2024-03-04 06:00:00,Nexara,Vortheim,360.23,4.84,937.06,0.347
2024-06-10 00:00:00,Nexara,Shadowfen,425.51,35.55,2506.83,0.751
2024-05-03 08:00:00,Irondale,Silverpeak,418.12,4.26,1082.54,0.523
2024-03-21 08:00:00,Vortheim,Stormhaven,63.83,18.74,710.2,0.574
2024-05-10 16:00:00,Shadowfen,Vortheim,466.64,16.52,1449.52,0.325
2024-05-15 12:00:00,Nexara,Crystalport,341.9,7.72,954.42,0.433
2024-04-19 20:00:00,Nexara,Irondale,433.56,11.85,1307.08,0.306
2024-06-11 02:00:00,Nexara,Silverpeak,24.48,24.89,706.0,0.861
2024-06-02 10:00:00,Silverpeak,Shadowfen,363.83,5.18,364.43,0.809
2024-05-24 16:00:00,Silverpeak,Shadowfen,384.17,4.96,1032.95,0.697
2024-06-15 08:00:00,Irondale,Crystalport,167.52,8.53,859.09,0.837
2024-06-13 08:00:00,Silverpeak,Irondale,256.75,12.18,1493.14,0.842
2024-01-05 10:00:00,Silverpeak,Vortheim,406.59,12.62,1371.57,0.665
2024-02-05 08:00:00,Irondale,Silverpeak,267.46,4.23,753.08,0.335
2024-06-13 16:00:00,Nexara,Stormhaven,89.09,10.44,792.03,0.848
2024-05-08 04:00:00,Shadowfen,Brightwater,90.62,4.53,332.81,0.315
2024-01-12 08:00:00,Shadowfen,Vortheim,168.6,14.04,760.0,0.397
2024-01-22 04:00:00,Nexara,Shadowfen,48.5,14.5,535.0,0.527
2024-01-27 14:00:00,Irondale,Vortheim,187.84,7.83,735.96,0.433
2024-01-18 00:00:00,Silverpeak,Vortheim,443.65,10.74,1392.5,0.462
2024-04-05 14:00:00,Crystalport,Stormhaven,36.63,14.58,466.83,0.563
2024-05-19 20:00:00,Crystalport,Brightwater,10.2,16.33,382.73,0.415
2024-03-21 20:00:00,Vortheim,Silverpeak,459.08,10.44,1373.71,0.604
2024-05-30 10:00:00,Vortheim,Crystalport,410.97,4.62,1184.9,0.562
2024-01-20 06:00:00,Nexara,Stormhaven,194.58,25.93,957.23,0.351
2024-04-26 18:00:00,Shadowfen,Irondale,498.12,7.4,1356.04,0.494
2024-04-09 10:00:00,Nexara,Vortheim,409.17,5.03,1248.05,0.68
2024-04-25 18:00:00,Silverpeak,Nexara,257.83,16.42,898.69,0.331
2024-01-13 10:00:00,Irondale,Stormhaven,440.53,15.35,1449.99,0.529
2024-06-09 18:00:00,Irondale,Nexara,387.86,3.55,1275.92,0.869
2024-03-20 06:00:00,Brightwater,Stormhaven,107.62,4.58,377.04,0.451
2024-01-05 06:00:00,Stormhaven,Vortheim,311.35,17.12,1403.68,0.507
2024-03-01 18:00:00,Silverpeak,Crystalport,153.95,8.44,531.24,0.539
2024-05-03 04:00:00,Stormhaven,Brightwater,204.67,5.14,615.91,0.644
2024-02-19 00:00:00,Vortheim,Nexara,485.43,4.47,1321.88,0.582
2024-04-10 14:00:00,Shadowfen,Vortheim,268.75,11.82,961.0,0.453
2024-05-30 22:00:00,Nexara,Brightwater,98.79,19.68,772.65,0.697
2024-04-14 20:00:00,Silverpeak,Shadowfen,415.53,5.78,1272.72,0.54
2024-04-08 20:00:00,Shadowfen,Crystalport,314.93,9.71,1154.62,0.594
2024-03-20 14:00:00,Brightwater,Stormhaven,144.25,5.91,529.89,0.441
2024-04-06 20:00:00,Vortheim,Brightwater,10.37,18.49,459.41,0.547
2024-04-25 12:00:00,Brightwater,Crystalport,369.02,11.22,1302.31,0.304
2024-04-27 16:00:00,Brightwater,Shadowfen,164.07,5.46,543.85,0.464
2024-05-14 20:00:00,Crystalport,Brightwater,11.39,11.82,411.1,0.462
2024-06-10 20:00:00,Nexara,Stormhaven,242.05,55.89,2012.85,0.703
2024-06-12 14:00:00,Silverpeak,Shadowfen,483.37,2.12,1358.58,0.881
2024-01-10 10:00:00,Shadowfen,Stormhaven,266.57,8.95,900.66,0.484
2024-01-21 02:00:00,Silverpeak,Shadowfen,455.67,5.93,1354.52,0.604
2024-02-24 14:00:00,Silverpeak,Stormhaven,33.84,10.67,365.43,0.519
2024-01-25 04:00:00,Brightwater,Nexara,63.46,22.12,678.49,0.67
2024-02-01 04:00:00,Stormhaven,Shadowfen,311.83,7.54,918.46,0.614
2024-01-04 16:00:00,Brightwater,Shadowfen,129.55,4.79,491.35,0.657
2024-03-13 08:00:00,Nexara,Vortheim,469.09,5.59,1423.37,0.603
2024-05-22 00:00:00,Stormhaven,Crystalport,474.05,19.63,1611.69,0.443
2024-02-07 20:00:00,Silverpeak,Nexara,117.07,11.45,629.41,0.411
2024-04-20 22:00:00,Nexara,Silverpeak,376.32,15.26,1419.82,0.346
2024-03-19 08:00:00,Stormhaven,Shadowfen,131.82,9.57,533.61,0.643
2024-06-13 06:00:00,Brightwater,Silverpeak,308.18,15.62,1796.7,0.673
2024-06-07 08:00:00,Vortheim,Shadowfen,211.88,4.45,888.05,0.773
2024-01-04 04:00:00,Silverpeak,Crystalport,102.47,8.64,435.99,0.639
2024-05-09 20:00:00,Shadowfen,Nexara,205.56,16.37,923.03,0.43
2024-02-06 10:00:00,Irondale,Stormhaven,271.01,13.72,1055.29,0.387
2024-01-07 08:00:00,Silverpeak,Nexara,278.51,14.38,1030.25,0.53
2024-06-11 22:00:00,Brightwater,Nexara,337.25,19.88,668.62,0.849
2024-05-22 20:00:00,Irondale,Brightwater,52.6,9.63,383.98,0.471
2024-05-05 18:00:00,Nexara,Silverpeak,299.99,12.03,1005.86,0.329
2024-04-18 12:00:00,Nexara,Vortheim,279.84,4.42,897.9,0.508
2024-06-02 02:00:00,Vortheim,Silverpeak,305.06,12.26,1036.21,0.679
2024-01-23 20:00:00,Brightwater,Stormhaven,125.66,4.34,401.7,0.508
2024-05-05 20:00:00,Silverpeak,Crystalport,405.89,6.75,1139.38,0.589
2024-03-08 16:00:00,Stormhaven,Shadowfen,402.1,6.88,1292.76,0.641
2024-03-31 08:00:00,Stormhaven,Shadowfen,288.45,7.92,879.62,0.434
2024-06-06 00:00:00,Shadowfen,Vortheim,361.79,3.01,1298.4,0.666
2024-01-01 00:00:00,Brightwater,Irondale,475.85,11.43,1532.58,0.362
2024-05-03 22:00:00,Silverpeak,Stormhaven,105.92,12.46,575.06,0.417
2024-03-29 16:00:00,Brightwater,Nexara,288.91,20.66,1312.23,0.587
2024-02-01 20:00:00,Vortheim,Irondale,142.21,7.99,591.65,0.331
2024-05-11 12:00:00,Irondale,Stormhaven,455.13,15.23,1370.14,0.575
2024-04-28 22:00:00,Irondale,Vortheim,276.5,7.91,862.47,0.545
2024-06-15 06:00:00,Silverpeak,Shadowfen,336.92,5.43,361.24,0.779
2024-06-02 12:00:00,Irondale,Shadowfen,394.42,7.63,397.21,0.675
2024-02-07 18:00:00,Nexara,Brightwater,418.33,18.28,1652.14,0.485
2024-04-07 20:00:00,Vortheim,Shadowfen,88.24,14.65,603.7,0.318
2024-03-08 20:00:00,Stormhaven,Nexara,420.39,23.75,1663.21,0.401
2024-04-24 16:00:00,Crystalport,Shadowfen,376.85,12.19,1296.95,0.316
2024-01-04 02:00:00,Nexara,Silverpeak,269.53,11.72,970.96,0.659
2024-03-09 16:00:00,Stormhaven,Crystalport,446.75,15.78,1530.71,0.491
2024-03-14 04:00:00,Crystalport,Vortheim,407.13,5.46,1090.86,0.449
2024-04-19 14:00:00,Irondale,Stormhaven,466.99,15.64,1485.48,0.412
2024-03-20 04:00:00,Vortheim,Silverpeak,387.03,12.8,1350.62,0.628
2024-01-12 00:00:00,Shadowfen,Brightwater,94.95,4.16,391.14,0.51
2024-01-06 12:00:00,Nexara,Brightwater,429.18,19.79,1637.01,0.339
2024-04-26 04:00:00,Brightwater,Crystalport,200.17,16.38,806.59,0.509
2024-03-01 16:00:00,Crystalport,Brightwater,52.9,13.54,461.3,0.417
2024-04-02 10:00:00,Brightwater,Shadowfen,59.92,5.64,297.4,0.604
2024-02-22 10:00:00,Nexara,Shadowfen,373.84,19.53,1244.48,0.631
2024-06-01 10:00:00,Brightwater,Stormhaven,120.2,5.62,389.48,0.691
2024-05-29 22:00:00,Shadowfen,Brightwater,332.15,4.79,1030.86,0.685
2024-03-13 02:00:00,Stormhaven,Brightwater,265.02,4.4,865.45,0.403
2024-02-28 08:00:00,Shadowfen,Brightwater,77.2,5.01,323.14,0.358
2024-04-07 12:00:00,Silverpeak,Vortheim,59.22,8.91,423.84,0.463
2024-03-15 08:00:00,Silverpeak,Nexara,432.22,16.19,1452.6,0.539
2024-01-17 14:00:00,Nexara,Crystalport,249.82,9.56,778.57,0.678
2024-02-23 12:00:00,Silverpeak,Shadowfen,225.16,5.02,753.99,0.346
2024-04-16 02:00:00,Nexara,Brightwater,166.95,17.53,991.98,0.546
2024-05-15 08:00:00,Irondale,Stormhaven,163.51,13.02,762.82,0.344
2024-01-29 12:00:00,Shadowfen,Stormhaven,364.92,7.7,1177.27,0.562
2024-02-01 10:00:00,Brightwater,Shadowfen,439.56,4.74,1345.39,0.479
2024-01-26 10:00:00,Brightwater,Shadowfen,279.61,5.27,748.78,0.681
2024-05-10 14:00:00,Nexara,Vortheim,90.32,4.28,342.48,0.55
2024-04-18 18:00:00,Vortheim,Brightwater,334.77,16.47,1284.67,0.38
2024-01-19 12:00:00,Silverpeak,Crystalport,52.62,7.59,325.49,0.404
2024-06-10 06:00:00,Stormhaven,Nexara,336.1,25.1,839.95,0.793
2024-03-13 18:00:00,Vortheim,Brightwater,367.04,16.27,1293.03,0.395
2024-02-25 02:00:00,Crystalport,Vortheim,218.18,5.01,725.13,0.375
2024-02-24 06:00:00,Silverpeak,Brightwater,222.4,8.19,831.18,0.428
2024-03-28 02:00:00,Vortheim,Nexara,102.51,5.87,374.75,0.483
2024-01-31 08:00:00,Irondale,Brightwater,464.88,10.98,1487.77,0.305
2024-02-21 22:00:00,Irondale,Crystalport,468.78,5.65,1183.85,0.417
2024-06-02 14:00:00,Irondale,Nexara,379.25,10.59,464.62,0.768
2024-05-23 00:00:00,Crystalport,Stormhaven,298.84,17.5,1165.34,0.671
2024-06-05 08:00:00,Shadowfen,Irondale,187.93,2.6,702.23,0.732
2024-04-03 00:00:00,Shadowfen,Vortheim,341.34,16.59,1289.64,0.551
2024-02-20 04:00:00,Crystalport,Vortheim,263.23,5.26,820.68,0.52
2024-03-13 22:00:00,Vortheim,Stormhaven,461.99,18.24,1513.56,0.44
2024-06-01 12:00:00,Stormhaven,Nexara,21.62,22.25,576.19,0.677
2024-03-01 20:00:00,Shadowfen,Crystalport,104.23,11.53,513.69,0.54
2024-04-17 00:00:00,Silverpeak,Stormhaven,180.95,9.71,788.93,0.65
2024-05-14 04:00:00,Stormhaven,Crystalport,481.76,16.46,1507.75,0.492
2024-02-21 06:00:00,Brightwater,Stormhaven,371.97,4.5,952.34,0.386
2024-02-12 16:00:00,Shadowfen,Stormhaven,68.78,8.71,402.95,0.461
2024-06-12 08:00:00,Stormhaven,Irondale,482.89,15.41,591.44,0.88
2024-05-28 14:00:00,Nexara,Brightwater,164.98,18.05,999.34,0.482
2024-04-22 22:00:00,Stormhaven,Nexara,479.41,19.16,1774.61,0.548
2024-04-11 12:00:00,Brightwater,Vortheim,443.92,19.6,1384.4,0.529
2024-04-19 08:00:00,Brightwater,Stormhaven,433.85,4.36,1166.22,0.396
2024-01-22 16:00:00,Crystalport,Vortheim,39.57,4.32,212.61,0.649
2024-04-06 08:00:00,Crystalport,Vortheim,223.29,4.4,686.67,0.6
2024-02-24 18:00:00,Crystalport,Silverpeak,373.7,7.02,1059.37,0.656
2024-05-27 00:00:00,Shadowfen,Stormhaven,158.69,8.9,640.16,0.672
2024-06-01 16:00:00,Irondale,Vortheim,316.98,9.5,1051.04,0.487
2024-03-08 22:00:00,Silverpeak,Crystalport,50.02,7.44,352.62,0.351
2024-01-11 22:00:00,Shadowfen,Silverpeak,84.9,4.32,320.12,0.375
2024-01-26 06:00:00,Crystalport,Stormhaven,343.75,17.17,1202.54,0.584
2024-04-21 04:00:00,Irondale,Brightwater,41.61,11.19,414.83,0.524
2024-05-11 16:00:00,Silverpeak,Vortheim,349.82,12.49,1043.72,0.479
2024-03-18 08:00:00,Silverpeak,Brightwater,435.9,7.9,1297.49,0.464
2024-05-03 06:00:00,Stormhaven,Silverpeak,45.56,9.74,416.15,0.568
2024-05-06 14:00:00,Silverpeak,Nexara,58.99,14.34,451.07,0.578
2024-04-27 00:00:00,Brightwater,Nexara,15.29,16.91,559.87,0.609
2024-02-02 14:00:00,Nexara,Shadowfen,234.51,14.51,1007.83,0.332
2024-05-20 10:00:00,Irondale,Shadowfen,72.51,8.3,408.68,0.434
2024-03-02 16:00:00,Brightwater,Irondale,163.8,10.0,710.66,0.376
2024-03-29 12:00:00,Nexara,Shadowfen,257.21,13.66,1016.93,0.559
2024-04-22 08:00:00,Irondale,Vortheim,453.02,7.57,1241.0,0.548
2024-03-30 18:00:00,Crystalport,Shadowfen,201.55,13.0,853.09,0.62
2024-04-29 12:00:00,Vortheim,Silverpeak,247.58,10.21,868.03,0.686
2024-03-18 20:00:00,Vortheim,Stormhaven,465.12,16.95,1639.69,0.505
2024-01-20 20:00:00,Vortheim,Brightwater,239.58,14.29,1114.95,0.642
2024-01-17 16:00:00,Brightwater,Vortheim,298.25,17.38,1287.53,0.489
2024-06-05 04:00:00,Vortheim,Shadowfen,309.09,30.4,2211.28,0.622
2024-04-13 18:00:00,Brightwater,Shadowfen,338.66,4.56,926.84,0.673
2024-02-12 08:00:00,Silverpeak,Stormhaven,243.45,11.62,835.22,0.692
2024-04-21 18:00:00,Brightwater,Silverpeak,58.04,6.58,346.96,0.344
2024-01-25 18:00:00,Silverpeak,Stormhaven,271.47,12.17,974.24,0.625
2024-05-11 08:00:00,Crystalport,Shadowfen,398.17,11.68,1356.47,0.391
2024-02-11 02:00:00,Crystalport,Shadowfen,490.56,12.44,1473.65,0.606
2024-05-24 00:00:00,Nexara,Brightwater,251.02,21.37,1019.22,0.509
2024-05-15 20:00:00,Brightwater,Crystalport,381.62,15.77,1179.37,0.306
2024-01-16 04:00:00,Crystalport,Brightwater,240.82,13.91,891.52,0.505
2024-01-29 14:00:00,Crystalport,Stormhaven,267.5,14.8,1089.73,0.455
2024-03-30 08:00:00,Crystalport,Stormhaven,253.06,16.95,953.53,0.695
2024-05-26 10:00:00,Shadowfen,Brightwater,346.81,4.3,914.97,0.471
2024-06-07 22:00:00,Shadowfen,Brightwater,483.26,5.73,776.55,0.75
2024-04-22 02:00:00,Vortheim,Nexara,302.83,5.6,936.66,0.673
2024-01-10 06:00:00,Shadowfen,Irondale,490.43,8.44,1456.89,0.522
2024-05-08 08:00:00,Irondale,Silverpeak,428.74,4.04,1138.67,0.389
2024-01-08 02:00:00,Vortheim,Crystalport,312.93,4.17,834.94,0.58
2024-02-21 02:00:00,Silverpeak,Crystalport,364.49,8.29,1002.11,0.545
2024-05-12 04:00:00,Brightwater,Shadowfen,179.77,5.96,628.77,0.407
2024-04-10 08:00:00,Silverpeak,Vortheim,141.09,9.83,630.13,0.349
2024-01-10 02:00:00,Shadowfen,Irondale,284.86,7.69,980.86,0.354
2024-01-15 14:00:00,Crystalport,Nexara,282.79,8.98,947.04,0.695
2024-04-03 14:00:00,Stormhaven,Brightwater,344.88,5.51,1005.7,0.424
2024-02-02 20:00:00,Irondale,Shadowfen,43.79,7.3,282.06,0.405
2024-02-07 16:00:00,Stormhaven,Silverpeak,242.4,11.16,897.01,0.642
2024-05-28 22:00:00,Brightwater,Silverpeak,407.79,8.76,1278.45,0.371
2024-02-22 02:00:00,Shadowfen,Irondale,112.91,8.68,461.17,0.305
2024-01-04 20:00:00,Silverpeak,Irondale,364.0,4.05,989.62,0.558
2024-02-25 14:00:00,Nexara,Silverpeak,116.44,12.68,636.49,0.466
2024-01-25 20:00:00,Vortheim,Silverpeak,478.21,9.66,1328.83,0.303
2024-05-16 00:00:00,Shadowfen,Crystalport,44.13,11.09,392.17,0.597
2024-05-05 00:00:00,Brightwater,Nexara,458.08,22.78,1757.27,0.609
2024-03-16 14:00:00,Shadowfen,Irondale,375.16,7.7,1076.95,0.408
2024-02-02 12:00:00,Vortheim,Irondale,220.53,9.09,807.34,0.374
2024-06-07 04:00:00,Silverpeak,Vortheim,480.42,12.84,515.21,0.879
2024-01-02 18:00:00,Brightwater,Silverpeak,274.52,9.42,833.67,0.54
2024-05-26 20:00:00,Vortheim,Brightwater,337.12,17.98,1295.56,0.335
